date,year,team,opponent,goals_scored,goals_conceded,tournament,city,country,neutral,elo_rating,conti_code,conti_name,outcome,all_goals,venue,venue_code,opp_code,conti_code_cat
2018-06-17,2018.0,Brazil,Switzerland,1.0,1.0,FIFA World Cup,Rostov-on-Don,Russia,True,2136.0,EU,Europe,2,2.0,neutral,1,25,2
2018-06-18,2018.0,Tunisia,England,1.0,2.0,FIFA World Cup,Volgograd,Russia,True,1649.0,EU,Europe,0,3.0,neutral,1,9,2
2018-06-19,2018.0,Poland,Senegal,1.0,2.0,FIFA World Cup,Moscow,Russia,True,1752.0,EU,Europe,0,3.0,neutral,1,21,2
2018-06-20,2018.0,Uruguay,Saudi Arabia,1.0,0.0,FIFA World Cup,Rostov-on-Don,Russia,True,1923.0,EU,Europe,1,1.0,neutral,1,20,2
2018-06-20,2018.0,Iran,Spain,0.0,1.0,FIFA World Cup,Kazan,Russia,True,1823.0,EU,Europe,0,1.0,neutral,1,24,2
2018-06-21,2018.0,Denmark,Australia,1.0,1.0,FIFA World Cup,Samara,Russia,True,1898.0,EU,Europe,2,2.0,neutral,1,1,2
2018-06-21,2018.0,Argentina,Croatia,0.0,3.0,FIFA World Cup,Nizhny Novgorod,Russia,True,1915.0,EU,Europe,0,3.0,neutral,1,6,2
2018-06-22,2018.0,Serbia,Switzerland,1.0,2.0,FIFA World Cup,Kaliningrad,Russia,True,1807.0,EU,Europe,0,3.0,neutral,1,25,2
2018-06-22,2018.0,Brazil,Costa Rica,2.0,0.0,FIFA World Cup,Saint Petersburg,Russia,True,2136.0,EU,Europe,1,2.0,neutral,1,5,2
2018-06-23,2018.0,South Korea,Mexico,1.0,2.0,FIFA World Cup,Rostov-on-Don,Russia,True,1778.0,EU,Europe,0,3.0,neutral,1,15,2
2018-06-23,2018.0,Belgium,Tunisia,5.0,2.0,FIFA World Cup,Moscow,Russia,True,2035.0,EU,Europe,1,7.0,neutral,1,26,2
2018-06-24,2018.0,Japan,Senegal,2.0,2.0,FIFA World Cup,Ekaterinburg,Russia,True,1731.0,EU,Europe,2,4.0,neutral,1,21,2
2018-06-25,2018.0,Iran,Portugal,1.0,1.0,FIFA World Cup,Saransk,Russia,True,1823.0,EU,Europe,2,2.0,neutral,1,18,2
2018-06-26,2018.0,Denmark,France,0.0,0.0,FIFA World Cup,Moscow,Russia,True,1898.0,EU,Europe,2,0.0,neutral,1,10,2
2018-06-27,2018.0,Serbia,Brazil,0.0,2.0,FIFA World Cup,Moscow,Russia,True,1807.0,EU,Europe,0,2.0,neutral,1,3,2
2018-06-27,2018.0,South Korea,Germany,2.0,0.0,FIFA World Cup,Kazan,Russia,True,1778.0,EU,Europe,1,2.0,neutral,1,11,2
2018-06-27,2018.0,Switzerland,Costa Rica,2.0,2.0,FIFA World Cup,Nizhny Novgorod,Russia,True,1922.0,EU,Europe,2,4.0,neutral,1,5,2
2018-06-28,2018.0,Japan,Poland,0.0,1.0,FIFA World Cup,Volgograd,Russia,True,1731.0,EU,Europe,0,1.0,neutral,1,17,2
2018-06-28,2018.0,England,Belgium,0.0,1.0,FIFA World Cup,Kaliningrad,Russia,True,1960.0,EU,Europe,0,1.0,neutral,1,2,2
2018-06-30,2018.0,France,Argentina,4.0,3.0,FIFA World Cup,Kazan,Russia,True,2094.0,EU,Europe,1,7.0,neutral,1,0,2
2018-06-30,2018.0,Uruguay,Portugal,2.0,1.0,FIFA World Cup,Sochi,Russia,True,1923.0,EU,Europe,1,3.0,neutral,1,18,2
2018-07-01,2018.0,Croatia,Denmark,1.0,1.0,FIFA World Cup,Nizhny Novgorod,Russia,True,1925.0,EU,Europe,2,2.0,neutral,1,7,2
2018-07-02,2018.0,Brazil,Mexico,2.0,0.0,FIFA World Cup,Samara,Russia,True,2136.0,EU,Europe,1,2.0,neutral,1,15,2
2018-07-02,2018.0,Belgium,Japan,3.0,2.0,FIFA World Cup,Rostov-on-Don,Russia,True,2035.0,EU,Europe,1,5.0,neutral,1,14,2
2018-07-06,2018.0,Uruguay,France,0.0,2.0,FIFA World Cup,Nizhny Novgorod,Russia,True,1923.0,EU,Europe,0,2.0,neutral,1,10,2
2018-07-06,2018.0,Brazil,Belgium,1.0,2.0,FIFA World Cup,Kazan,Russia,True,2136.0,EU,Europe,0,3.0,neutral,1,2,2
2018-07-10,2018.0,France,Belgium,1.0,0.0,FIFA World Cup,Saint Petersburg,Russia,True,2094.0,EU,Europe,1,1.0,neutral,1,2,2
2018-07-11,2018.0,Croatia,England,2.0,1.0,FIFA World Cup,Moscow,Russia,True,1925.0,EU,Europe,1,3.0,neutral,1,9,2
2018-07-14,2018.0,Belgium,England,2.0,0.0,FIFA World Cup,Saint Petersburg,Russia,True,2035.0,EU,Europe,1,2.0,neutral,1,9,2
2018-07-15,2018.0,France,Croatia,4.0,2.0,FIFA World Cup,Moscow,Russia,True,2094.0,EU,Europe,1,6.0,neutral,1,6,2
2020-10-08,2020.0,Argentina,Ecuador,1.0,0.0,FIFA World Cup qualification,Buenos Aires,Argentina,False,1991.0,SA,South America,1,1.0,home,0,8,5
2020-10-13,2020.0,Ecuador,Uruguay,4.0,2.0,FIFA World Cup qualification,Quito,Ecuador,False,1826.0,SA,South America,1,6.0,home,0,28,5
2020-11-17,2020.0,Uruguay,Brazil,0.0,2.0,FIFA World Cup qualification,Montevideo,Uruguay,False,1954.0,SA,South America,0,2.0,home,0,3,5
2021-03-24,2021.0,Belgium,Wales,3.0,1.0,FIFA World Cup qualification,Leuven,Belgium,False,2075.0,EU,Europe,1,4.0,home,0,29,2
2021-03-27,2021.0,Serbia,Portugal,2.0,2.0,FIFA World Cup qualification,Belgrade,Serbia,False,1846.0,EU,Europe,2,4.0,home,0,18,2
2021-03-31,2021.0,England,Poland,2.0,1.0,FIFA World Cup qualification,London,England,False,2032.0,EU,Europe,1,3.0,home,0,17,2
2021-06-04,2021.0,Brazil,Ecuador,2.0,0.0,FIFA World Cup qualification,Porto Alegre,Brazil,False,2149.0,SA,South America,1,2.0,home,0,8,5
2021-09-05,2021.0,Costa Rica,Mexico,0.0,1.0,FIFA World Cup qualification,San José,Costa Rica,False,1618.0,NA,North America,0,1.0,home,0,15,3
2021-09-05,2021.0,United States,Canada,1.0,1.0,FIFA World Cup qualification,Nashville,United States,False,1860.0,NA,North America,2,2.0,home,0,4,3
2021-09-08,2021.0,Poland,England,1.0,1.0,FIFA World Cup qualification,Warsaw,Poland,False,1770.0,EU,Europe,2,2.0,home,0,9,2
2021-09-09,2021.0,Uruguay,Ecuador,1.0,0.0,FIFA World Cup qualification,Montevideo,Uruguay,False,1848.0,SA,South America,1,1.0,home,0,8,5
2021-10-07,2021.0,Saudi Arabia,Japan,1.0,0.0,FIFA World Cup qualification,Jeddah,Saudi Arabia,False,1628.0,AS,Asia,1,1.0,home,0,14,1
2021-10-07,2021.0,Mexico,Canada,1.0,1.0,FIFA World Cup qualification,Mexico City,Mexico,False,1840.0,NA,North America,2,2.0,home,0,4,3
2021-10-10,2021.0,Argentina,Uruguay,3.0,0.0,FIFA World Cup qualification,Buenos Aires,Argentina,False,2101.0,SA,South America,1,3.0,home,0,28,5
2021-10-12,2021.0,Japan,Australia,2.0,1.0,FIFA World Cup qualification,Saitama,Japan,False,1760.0,AS,Asia,1,3.0,home,0,1,1
2021-10-12,2021.0,Iran,South Korea,1.0,1.0,FIFA World Cup qualification,Tehran,Iran,False,1836.0,AS,Asia,2,2.0,home,0,23,1
2021-10-13,2021.0,United States,Costa Rica,2.0,1.0,FIFA World Cup qualification,Columbus,United States,False,1860.0,NA,North America,1,3.0,home,0,5,3
2021-10-14,2021.0,Brazil,Uruguay,4.0,1.0,FIFA World Cup qualification,Manaus,Brazil,False,2149.0,SA,South America,1,5.0,home,0,28,5
2021-11-11,2021.0,Australia,Saudi Arabia,0.0,0.0,FIFA World Cup qualification,Sydney,Australia,False,1733.0,OC,Oceania,2,0.0,home,0,20,4
2021-11-12,2021.0,Canada,Costa Rica,1.0,0.0,FIFA World Cup qualification,Edmonton,Canada,False,1785.0,NA,North America,1,1.0,home,0,5,3
2021-11-12,2021.0,United States,Mexico,2.0,0.0,FIFA World Cup qualification,Cincinnati,United States,False,1860.0,NA,North America,1,2.0,home,0,15,3
2021-11-12,2021.0,Uruguay,Argentina,0.0,1.0,FIFA World Cup qualification,Montevideo,Uruguay,False,1848.0,SA,South America,0,1.0,home,0,0,5
2021-11-14,2021.0,Portugal,Serbia,1.0,2.0,FIFA World Cup qualification,Lisbon,Portugal,False,1972.0,EU,Europe,0,3.0,home,0,22,2
2021-11-16,2021.0,Wales,Belgium,1.0,1.0,FIFA World Cup qualification,Cardiff,Wales,False,1836.0,EU,Europe,2,2.0,home,0,2,2
2021-11-16,2021.0,Argentina,Brazil,0.0,0.0,FIFA World Cup qualification,San Juan,Argentina,False,2101.0,SA,South America,2,0.0,home,0,3,5
2021-11-16,2021.0,Canada,Mexico,2.0,1.0,FIFA World Cup qualification,Edmonton,Canada,False,1785.0,NA,North America,1,3.0,home,0,15,3
2022-01-27,2022.0,Ecuador,Brazil,1.0,1.0,FIFA World Cup qualification,Quito,Ecuador,False,1842.0,SA,South America,2,2.0,home,0,3,5
2022-01-30,2022.0,Mexico,Costa Rica,0.0,0.0,FIFA World Cup qualification,Mexico City,Mexico,False,1813.0,NA,North America,2,0.0,home,0,5,3
2022-01-30,2022.0,Canada,United States,2.0,0.0,FIFA World Cup qualification,Hamilton,Canada,False,1712.0,NA,North America,1,2.0,home,0,27,3
2022-02-01,2022.0,Japan,Saudi Arabia,2.0,0.0,FIFA World Cup qualification,Saitama,Japan,False,1850.0,AS,Asia,1,2.0,home,0,20,1
2022-03-24,2022.0,Australia,Japan,0.0,2.0,FIFA World Cup qualification,Sydney,Australia,False,1772.0,OC,Oceania,0,2.0,home,0,14,4
2022-03-24,2022.0,Mexico,United States,0.0,0.0,FIFA World Cup qualification,Mexico City,Mexico,False,1813.0,NA,North America,2,0.0,home,0,27,3
2022-03-24,2022.0,South Korea,Iran,2.0,0.0,FIFA World Cup qualification,Seoul,South Korea,False,1788.0,AS,Asia,1,2.0,home,0,13,1
2022-03-24,2022.0,Costa Rica,Canada,1.0,0.0,FIFA World Cup qualification,San José,Costa Rica,False,1737.0,NA,North America,1,1.0,home,0,4,3
2022-03-29,2022.0,Saudi Arabia,Australia,1.0,0.0,FIFA World Cup qualification,Jeddah,Saudi Arabia,False,1643.0,AS,Asia,1,1.0,home,0,1,1
2022-03-29,2022.0,Ecuador,Argentina,1.0,1.0,FIFA World Cup qualification,Guayaquil,Ecuador,False,1842.0,SA,South America,2,2.0,home,0,0,5
2022-03-30,2022.0,Costa Rica,United States,2.0,0.0,FIFA World Cup qualification,San José,Costa Rica,False,1737.0,NA,North America,1,2.0,home,0,27,3
